capacity_record_id,rep_id,rep_name,manager_id,manager_name,team_id,team_name,territory_id,territory_name,active_territory_count,dominant_territory_activity_share,fractional_territory_allocation,period,working_days,leave_days,holiday_days,training_hours,administrative_hours,meeting_hours,standard_field_hours_per_day,standard_working_days_per_month,gross_rostered_field_hours,non_field_hours,available_field_hours,planned_visit_hours,planned_travel_hours,observed_visit_hours,observed_travel_hours,excess_service_visit_hours,excess_service_travel_hours,excess_service_hours,required_customer_coverage_hours,required_priority_customer_coverage_hours,required_total_hours,utilization_pct,capacity_utilization_pct,required_fte,available_fte,fte_gap,customer_coverage_gap,priority_customer_coverage_gap,customer_coverage_pct,average_travel_hours,workload_per_active_customer,legacy_normalized_workload_index,workload_risk_band,capacity_risk_band,overload_flag,capacity_overload_flag,data_lineage,synthetic_seed,distinct_customers,transaction_count,distinct_cities,distinct_products,distributor_count,legacy_distinct_customers_training_median,legacy_transaction_count_training_median,legacy_distinct_cities_training_median,legacy_distinct_products_training_median,legacy_distributor_count_training_median,legacy_workload_training_end,legacy_workload_formula,hire_date,employment_status,role_grade,active_customer_count,priority_customer_count,required_visit_count,priority_required_visit_count,credited_planned_visit_count,credited_completed_visit_count,planned_visit_count,completed_visit_count,excess_service_visit_count,observed_visit_count,observed_completed_visit_count,priority_customer_coverage_gap_pct,core_required_hours,workload_buffer_hours,nominal_full_time_hours,capacity_zero_denominator_flag,required_hours,available_hours,risk_medium_threshold_pct,risk_high_threshold_pct,risk_critical_threshold_pct,overload_threshold_pct,required_hours_formula,required_workload_scope,numeric_visit_frequency_period_divisor,capacity_methodology
CAPCAL_aab09bf2ab808a27,REP_d21d2dd167c5,Morris Garcia,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,1,1.0,TERR_07a5ea4d7ed4:1.00000000,2017-01-01,21,2.0,1.0,6.0,24.0,7.4495782739476635,8.0,21,144.0,37.449578273947665,106.55042172605233,35.534573412698414,29.981798773867652,63.61666666666667,52.829047857468105,28.082093253968253,22.847249083600452,50.929342337568706,9.812445960246823,2.4749999999999996,81.35512359855791,76.35363828753951,76.35363828753951,0.48425668808665423,0.6342287007503116,-0.14997201266365734,8.375,1.75,72.6530612244898,0.6377490749569215,3.537179286893822,0.8532032131410721,low,low,False,False,synthetic_derived,42,248,321,248,179,10,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2014-01-05,active,senior,23,6,30.625,11.25,23.5,22.25,47.01190476190476,41.835565476190474,36.98809523809524,84,73,15.555555555555555,75.32881814681288,6.0263054517450305,168.0,False,81.35512359855791,106.55042172605233,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_f02627e8b77f4fd8,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,1,1.0,TERR_b31415d90eb9:1.00000000,2017-01-01,21,1.0,0.0,11.0,24.0,4.459511616231144,8.0,21,160.0,39.45951161623115,120.54048838376886,41.630406746031746,31.138908329062534,68.48333333333333,51.02289848400371,26.85292658730159,19.883990154941177,46.73691674224276,7.078313816260701,2.236418446989674,86.23543920266339,71.54064195269616,71.54064195269616,0.5133061857301392,0.7175029070462432,-0.204196721316104,6.625,1.75,85.27777777777777,0.6101395613812113,2.8745146400887793,0.8225357792891763,low,low,False,False,synthetic_derived,42,234,305,233,163,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2013-02-07,active,senior,30,14,45.0,26.25,39.625,38.375,51.035714285714285,52.02827380952381,32.964285714285715,84,79,6.666666666666667,79.84762889135499,6.3878103113083995,168.0,False,86.23543920266339,120.54048838376886,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_6a8975b1e4d0c907,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-01-01,21,2.0,1.0,6.0,25.0,6.323440085931296,8.0,21,144.0,37.323440085931296,106.6765599140687,36.029786706349206,27.864121945793297,67.2,50.90808857221704,31.170213293650793,23.043966626423742,54.214179920074535,12.530621317480765,2.160921236490709,82.53849236719313,77.37266034232867,77.37266034232867,0.491300549804721,0.634979523298028,-0.143678973493307,9.375,1.75,74.57627118644068,0.6055850565191816,3.174557398738197,0.8389389065170457,low,low,False,False,synthetic_derived,42,234,309,233,175,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-11-19,active,experienced,26,12,36.875,22.5,27.5,27.5,46.01190476190476,46.252232142857146,37.98809523809524,84,77,7.777777777777778,76.42452996962326,6.113962397569861,168.0,False,82.53849236719313,106.6765599140687,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_59ac72916515a02c,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,1,1.0,TERR_07a5ea4d7ed4:1.00000000,2017-02-01,21,2.0,1.0,5.0,26.0,8.935378650532133,8.0,21,144.0,39.93537865053213,104.06462134946787,34.41821676587301,26.393903079814024,68.86666666666666,52.40720747217469,34.44844990079365,26.013304392360666,60.46175429315432,35.17990163570105,5.734732520224293,103.67138319989914,99.62212119309197,99.62212119309197,0.6170915666660663,0.6194322699373087,-0.0023407032712423614,26.25,4.375,78.01047120418848,0.6247077652026988,1.312295989872141,0.8834242553036951,medium,medium,False,False,synthetic_derived,42,249,339,248,183,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-02-18,active,experienced,79,38,119.375,71.25,93.375,93.125,42.25,41.945684523809526,41.75,84,78,6.140350877192982,95.9920214813881,7.679361718511047,168.0,False,103.67138319989914,104.06462134946787,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_105b0dc88cc902e5,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-02-01,21,0.0,1.0,10.0,21.0,4.475763242444517,8.0,21,160.0,35.475763242444515,124.52423675755549,37.34258432539683,29.219119426587,69.68333333333334,53.58531475828014,32.34074900793651,24.366195331693145,56.70694433962965,37.08596788397029,2.2415700239065925,111.93948536683044,89.89373336595739,89.89373336595739,0.6663064605168478,0.7412156949854494,-0.07490923446860154,27.625,1.75,74.0,0.6499262947773684,1.492526471557739,0.8933160557216451,medium,medium,False,False,synthetic_derived,42,247,347,246,185,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-01-06,active,experienced,75,29,106.25,54.375,78.875,78.625,44.957589285714285,42.37202380952381,39.042410714285715,84,76,3.218390804597701,103.64767163595411,8.29181373087633,168.0,False,111.93948536683044,124.52423675755549,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_4f6666113eec0939,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,1,1.0,TERR_938541fb7311:1.00000000,2017-02-01,21,1.0,2.0,10.0,16.0,8.068351082053809,8.0,21,144.0,34.06835108205381,109.93164891794619,38.240451388888886,31.635009647197013,65.16666666666667,52.52779792500077,26.92621527777778,20.892788277803753,47.81900355558153,25.517710018519388,2.4542829296661086,103.02462473897371,93.71698300993562,93.71698300993562,0.6132418139224626,0.654355053083013,-0.04111323916055043,20.375,1.75,76.71428571428571,0.6403230868348311,1.6889282744094052,0.8608044426407145,medium,medium,False,False,synthetic_derived,42,240,317,240,184,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2012-10-27,active,senior,61,23,87.5,43.125,68.875,67.125,49.404761904761905,49.50372023809524,34.595238095238095,84,80,4.057971014492753,95.39317105460529,7.631453684368424,168.0,False,103.02462473897371,109.93164891794619,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_0d585541132e9d44,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-02-01,21,0.0,0.0,11.0,18.0,8.531119723679478,8.0,21,168.0,37.53111972367948,130.46888027632053,35.490699404761905,28.666340257856262,66.36666666666666,51.118702825397285,30.875967261904762,22.452362567541023,53.328329829445785,28.88382908851851,2.5035898922834687,100.4841382512276,77.01770570760773,77.01770570760773,0.5981198705430215,0.7766004778352412,-0.1784806072922197,22.25,1.875,72.40310077519379,0.6188271785052574,1.7943596116290643,0.8977257489406408,low,low,False,False,synthetic_derived,42,255,344,255,181,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-04-14,active,experienced,56,20,80.625,37.5,59.375,58.375,46.323660714285715,44.05282738095238,37.676339285714285,84,77,5.0,93.04086875113667,7.443269500090934,168.0,False,100.4841382512276,130.46888027632053,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_b7d35006950dbfb2,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-02-01,21,2.0,2.0,6.0,24.0,6.318150017216597,8.0,21,136.0,36.318150017216595,99.6818499827834,38.606944444444444,30.832423162700536,67.15,52.10417134654527,28.543055555555554,21.271748183844736,49.81480373940029,21.21918933675727,5.992502925505306,97.91124149941443,98.22374034623677,98.22374034623677,0.5828050089250859,0.5933443451356155,-0.010539336210529604,16.75,5.375,73.72549019607844,0.6334170485114798,2.175805366653654,0.8826132085778061,medium,medium,False,False,synthetic_derived,42,254,337,252,181,11,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2014-08-03,active,experienced,45,13,63.75,24.375,48.125,47.0,48.676339285714285,49.189732142857146,35.323660714285715,84,82,22.05128205128205,90.65855694390225,7.252684555512181,168.0,False,97.91124149941443,99.6818499827834,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_896cb17281bd003c,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,1,1.0,TERR_938541fb7311:1.00000000,2017-02-01,21,1.0,0.0,12.0,18.0,5.968416484600539,8.0,21,160.0,35.96841648460054,124.03158351539946,37.411644345238095,30.021550799925993,64.18333333333334,50.819124916752415,26.77168898809524,20.79757411682642,47.56926310492166,21.956637058079266,2.1270461862930863,96.54101877950282,77.83583506979618,77.83583506979618,0.5746489213065644,0.738283235210711,-0.16363431390414662,17.25,2.625,75.13513513513513,0.6113294184282375,1.9308203755900564,0.982134109339706,low,low,False,False,synthetic_derived,42,277,397,277,197,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2012-08-25,active,senior,50,16,69.375,30.0,53.0,52.125,49.108630952380956,47.973214285714285,34.891369047619044,84,79,8.75,89.38983220324336,7.151186576259469,168.0,False,96.54101877950282,124.03158351539946,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_529455324f4af9c9,REP_82f7cb811b80,Stella Given,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,1,1.0,TERR_938541fb7311:1.00000000,2017-02-01,21,0.0,2.0,6.0,19.0,5.2179607691410705,8.0,21,152.0,30.217960769141072,121.78203923085893,36.34047619047619,27.940576250840333,67.18333333333334,50.26849130343999,30.84285714285714,22.327915052599653,53.17077219545679,20.860061994524354,3.7124999999999995,91.95240359070814,75.50571838955369,75.50571838955369,0.5473357356589771,0.7248930906598746,-0.17755735500089753,15.25,2.625,68.31168831168831,0.6086245458854037,2.7044824585502396,0.9378888481301265,low,low,False,False,synthetic_derived,42,271,356,270,185,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2013-04-26,active,senior,34,16,48.125,30.0,32.875,32.875,45.907738095238095,45.779761904761905,38.092261904761905,84,78,8.75,85.14111443584088,6.8112891548672705,168.0,False,91.95240359070814,121.78203923085893,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_6354996ed3833d56,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,1,1.0,TERR_b31415d90eb9:1.00000000,2017-02-01,21,2.0,1.0,9.0,23.0,7.298602822141154,8.0,21,144.0,39.298602822141156,104.70139717785884,36.63644593253968,27.801593065054615,67.81666666666666,51.25164446999086,31.180220734126983,23.45005140493624,54.63027213906322,17.618904199099568,6.197675584051346,88.62149865242935,84.64213567454675,84.64213567454675,0.5275089205501747,0.6232226022491597,-0.09571368169898498,15.0,5.5,67.12328767123287,0.6158783761238404,2.9540499550809782,0.9016076891005552,low,low,False,False,synthetic_derived,42,257,344,257,181,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2012-12-18,active,senior,30,15,45.625,28.125,32.625,30.625,45.14136904761905,44.76636904761905,38.85863095238095,84,81,19.555555555555557,82.05694319669385,6.564555455735508,168.0,False,88.62149865242935,104.70139717785884,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_8f537cbe419feb87,REP_bba68d031906,Steve Pepple,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,1,1.0,TERR_07a5ea4d7ed4:1.00000000,2017-02-01,21,0.0,1.0,5.0,19.0,4.38964915867843,8.0,21,160.0,28.38964915867843,131.61035084132158,34.61702628968254,26.3085099417667,67.4,49.97115745862862,32.782973710317464,23.662647516861913,56.44562122717937,21.62073867617876,6.163285897881809,89.14997690023824,67.73781570396659,67.73781570396659,0.53065462440618,0.783394945484057,-0.2527403210778769,16.0,4.5,54.285714285714285,0.6075158475951762,3.56599907600953,0.9106291593066513,low,low,False,False,synthetic_derived,42,262,347,262,176,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2016-09-24,active,experienced,25,8,35.0,15.0,19.0,19.0,43.305059523809526,44.138392857142854,40.694940476190474,84,80,30.0,82.546274907628,6.60370199261024,168.0,False,89.14997690023824,131.61035084132158,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_e5dbb7f88791eebc,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,1,1.0,TERR_b31415d90eb9:1.00000000,2017-02-01,21,0.0,2.0,12.0,17.0,5.551590415458009,8.0,21,152.0,34.55159041545801,117.44840958454199,37.04086061507937,27.76086780957144,68.61666666666666,50.349234477048974,31.5758060515873,22.588366667477533,54.16417271906484,12.486368273182642,2.4749999999999996,83.47114443366013,71.07047658536042,71.07047658536042,0.4968520502003579,0.6990976760984642,-0.2022456258981063,10.125,2.75,73.44262295081967,0.618872849257962,2.878315325298625,0.9544116223344666,low,low,False,False,synthetic_derived,42,273,376,273,184,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2014-02-24,active,senior,29,9,38.125,16.875,29.0,28.0,44.857142857142854,42.65997023809524,39.142857142857146,84,77,16.296296296296298,77.28809669783345,6.183047735826676,168.0,False,83.47114443366013,117.44840958454199,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_4bc74fee8db21b05,REP_d21d2dd167c5,Morris Garcia,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,1,1.0,TERR_07a5ea4d7ed4:1.00000000,2017-02-01,21,2.0,2.0,6.0,24.0,8.160045616458092,8.0,21,136.0,38.16004561645809,97.83995438354191,32.379290674603176,26.961197853828043,63.516666666666666,50.581961101622234,31.137375992063493,23.620763247794187,54.758139239857684,9.760089590543434,0.0,74.62862436849262,76.27622563675912,76.27622563675912,0.44421800219340846,0.5823806808544161,-0.13816267866100762,8.0,0.0,80.3076923076923,0.6397007664497288,2.665308013160451,0.8322297950710091,low,low,False,False,synthetic_derived,42,233,325,232,176,11,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2014-01-05,active,senior,28,11,40.625,20.625,33.5,32.625,42.14657738095238,40.96502976190476,38.85342261904762,81,76,0.0,69.10057811897465,5.528046249517972,168.0,False,74.62862436849262,97.83995438354191,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_17c9bd16d026b93f,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,1,1.0,TERR_b31415d90eb9:1.00000000,2017-02-01,21,1.0,1.0,11.0,24.0,7.49945654146355,8.0,21,152.0,42.49945654146355,109.50054345853644,31.483370535714286,24.93081641599886,61.65,49.0355127985104,30.166629464285712,24.104696382511545,54.27132584679726,15.281680376608621,2.441464746529813,77.43153671458751,70.71338120244836,70.71338120244836,0.4609020042534971,0.651788949157955,-0.19088694490445796,13.375,1.875,60.370370370370374,0.6114642370725659,3.0972614685835005,0.9139804654574912,low,low,False,False,synthetic_derived,42,259,355,259,184,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2013-02-07,active,senior,25,6,33.75,11.25,22.375,20.375,40.77232142857143,38.985863095238095,39.22767857142857,80,74,16.666666666666664,71.69586732832177,5.735669386265742,168.0,False,77.43153671458751,109.50054345853644,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
