observation_id,rep_id,rep_name,manager_id,manager_name,team_id,team_name,territory_id,territory_name,period,payout_date,split,anomaly_score,anomaly_percentile,raw_score,threshold_flag,manager_review_flag,review_priority,risk_band,primary_reason,gross_sales,net_sales,sales_growth,rolling_sales_mean,target_sales,attainment_pct,final_incentive_paid,expected_incentive,incentive_calculation_residual,average_discount_pct,return_rate,post_incentive_return_rate,end_of_period_sales_share,completed_visit_count,average_visit_duration,crm_interaction_count,claimed_expense_amount,distance_claim_ratio,available_field_hours,required_total_hours,capacity_utilization_pct,required_fte,available_fte,fte_gap,priority_customer_coverage_gap,capacity_risk_band,currency_code,data_lineage
RPER_30d10d636bd623f0,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-12-01,2019-01-15,validation,0.9851114515353827,98.51114515353827,198.49525527134068,True,True,Medium,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,10432683.0,9367264.04391123,-0.5322632803115495,22418659.88264523,26904766.24,30.84555126123344,0.0,0.0,0.0,0.08894323438606469,0.172110886250632,0.0261191567525414,0.08611937219468888,75,45.04938271604938,193,988.6181208561617,1.0290047011394023,106.07115344232969,106.1403177463208,100.06520557356691,0.631787605632862,0.6313759133472006,0.0004116922856614025,2.75,high,UNK,synthetic_derived
RPER_c507c4a06ca478dc,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2017-12-01,2018-01-15,train,0.9851063829787234,98.51063829787235,198.45839857030745,True,True,Medium,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,11250031.0,10091012.661213355,-0.4030245390891308,17604642.270078924,21474359.36,49.393783934097364,0.0,0.0,0.0,0.10174976492541365,0.0229593442826121,0.00038001133506234503,0.08343252358903344,69,45.94871794871795,152,840.5736798425525,1.0029512869412445,98.13934039022092,103.00096323326609,104.95379612672595,0.6131009716265838,0.5841627404179817,0.028938231208602172,2.75,high,UNK,synthetic_derived
RPER_a6ede9613fc560a2,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2019-04-01,2019-05-18,test,0.9848922448158383,98.48922448158383,198.4414455126367,True,True,Medium,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,10331078.0,9291141.075220926,-0.6220378447156462,17652309.65043737,24267124.33,41.36623142769031,0.0,0.0,0.0,0.0997821855638525,0.07409241751939502,0.00419496873770974,0.04546091028044934,74,49.607142857142854,165,1012.6154047925451,0.9972068597594788,109.85454692118623,91.84027651772956,83.60170706781871,0.5466683126055332,0.6538961126261085,-0.1072278000205753,2.625,low,UNK,synthetic_derived
RPER_2ddbd68d4476b0b2,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2019-04-01,2019-05-18,test,0.9845166015318404,98.45166015318404,198.4117062911386,True,True,Medium,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,9895574.0,8808837.347196689,-0.5633891353160256,13860667.448696347,17814393.26,48.02807399554817,0.0,0.0,0.0,0.09855110671067382,0.06168529179549308,0.0013110773522018886,0.07289360668676473,77,48.84146341463415,153,998.3713421691809,1.0425615447901402,111.23439675398117,100.65305887815555,90.4873508693282,0.5991253504652116,0.6621095044879832,-0.06298415402277158,4.375,medium,UNK,synthetic_derived
RPER_c06918a37c89d042,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-12-01,2019-01-15,validation,0.9838485949762106,98.38485949762105,198.35882102533895,True,True,Medium,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,9511704.0,8556884.412737157,-0.5745257129351518,22179190.606549483,22556729.36,37.82790186819586,0.0,0.0,0.0,0.08588321070271225,0.022600096986329088,0.005250034411802084,0.13481911704829744,77,45.43589743589744,190,1071.4435461531068,1.0201001246608035,130.90904717572403,111.32231070408781,85.03790464127034,0.6626328018100465,0.7792205189031192,-0.1165877170930727,3.5,medium,UNK,synthetic_derived
RPER_0b5ae6ab385c0626,REP_bba68d031906,Steve Pepple,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2017-12-01,2018-01-15,train,0.9808510638297873,98.08510638297872,198.1215101335741,True,True,Medium,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,8959982.0,8029103.1039841855,-0.5231170699983383,15066333.817749694,16251476.42,43.36233905365654,0.0,0.0,0.0,0.09866563325097794,0.05369114454892508,0.008413301745144004,0.04397143126886213,79,45.5,166,888.0381207461479,1.031458512636356,122.00696642511508,83.53488586494366,68.46730831244408,0.4972314634818075,0.7262319430066374,-0.22900047952482988,1.875,low,UNK,synthetic_derived
RPER_3d9a8f77d161982f,REP_82f7cb811b80,Stella Given,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-01-01,2017-02-15,train,0.9765957446808511,97.65957446808511,177.49159080032607,True,True,Medium,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,7655945.0,6851876.34546907,0.0,0.0,16873775.36,42.14353085954416,0.0,0.0,0.0,0.09885940744378775,0.0017734155664006223,0.00139790248553799,0.05948896336144538,77,48.71951219512195,174,1007.4048790533582,1.0078613099970604,134.2443811845252,88.3493037393438,65.8122917024762,0.5258887127341892,0.7990736975269357,-0.27318498479274644,1.75,low,UNK,synthetic_derived
RPER_5f70f939a7c0dc2f,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_6090deb666aa,Alfa / Poland,2018-12-01,2019-01-15,validation,0.9755292403326362,97.55292403326362,169.89899354332226,True,True,Medium,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,12620438.0,11249753.20101251,-0.529988008228332,23549436.353488777,25006556.41,43.6802341497464,0.0,0.0,0.0,0.08955423776382997,0.011297189000001972,0.0007932270567252224,0.0703246682802279,75,47.035714285714285,211,919.8916586743333,1.0126366069578365,122.92563713398164,85.5925601251432,69.62954361737607,0.5094795245544238,0.731700221035605,-0.22222069648118115,1.75,low,UNK,synthetic_derived
RPER_3a2f83b69da09f3c,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_9efd649c43bb,Bravo / Poland,2018-12-01,2019-01-15,validation,0.9755090086563628,97.55090086563628,169.75496134126422,True,True,Medium,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,13082721.0,11576227.384761315,-0.5239757258065098,21399398.554890733,25544333.93,49.77126931554465,0.0,0.0,0.0,0.08820711408280858,0.024958048157173347,0.004366244894512396,0.16676034520321908,79,48.19047619047619,198,924.8399897833984,1.0048017954825958,116.41447460274485,140.14765152330253,120.38679210772136,0.8342122114482293,0.6929433012068146,0.14126891024141475,11.875,critical,UNK,synthetic_derived
RPER_bba98becd6326856,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2019-01-01,2019-02-18,test,0.97436406106588,97.43640610658801,161.6039154036986,False,False,Context only,medium,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,9785552.24,8751543.954014335,-0.24400725183278013,19771293.564181644,27393744.73,34.80784059032071,305.0,0.0,305.0,0.09443891625395669,0.012407788656816578,0.03198719290406972,0.5898177849201461,66,45.986301369863014,141,903.7675477308,1.0131295031477507,112.35146530743535,125.13692591692867,111.37987882446174,0.7448626542674326,0.6687587220680675,0.07610393219936507,9.125,high,UNK,synthetic_derived
RPER_845bbdba12750844,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-01-01,2019-02-18,test,0.9735506856249615,97.35506856249614,155.8133791044616,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,10075902.0,8951295.066732906,-0.49254044299328426,24429019.7703983,30610601.9,29.89436984670736,0.0,0.0,0.0,0.09410550583848251,0.008259503731085327,0.0003090603798578859,0.10105334498012052,76,46.63095238095238,152,1117.8968300786382,1.0073632862220034,116.71375525305005,119.78534684553212,102.63173058378806,0.7130080169376912,0.6947247336491075,0.01828328328858375,6.125,high,UNK,synthetic_derived
RPER_1febf733bd3d731d,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-01-01,2019-02-18,test,0.9735151479146464,97.35151479146464,155.56038105310816,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,7080773.0,6361823.750682073,-0.715547497987274,18549924.19120567,22107823.07,27.331933468027113,0.0,0.0,0.0,0.0961313930111457,0.029024978133442972,0.004688655016646326,0.06968407523998245,76,46.25609756097561,156,930.073092090156,1.0064761384684933,113.67612228643787,89.93847617828015,79.11817747587813,0.5353480724897628,0.6766435850383207,-0.14129551254855788,3.625,low,UNK,synthetic_derived
RPER_4f33b8654c5e7ed3,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-12-01,2018-01-15,train,0.9723404255319149,97.23404255319149,147.19736410357828,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,10456912.0,9370128.127442477,-0.6605212319561102,23142339.821571473,30442122.56,30.636701706491554,0.0,0.0,0.0,0.09564814303885186,0.05288313789503744,0.007406676911302999,0.10634121156814882,61,46.65217391304348,156,777.9940379483907,1.0170153786766445,130.74654223630696,105.87047880343933,80.97382691168424,0.6301814214490437,0.7782532275970653,-0.14807180614802162,1.75,low,UNK,synthetic_derived
RPER_e2f00d0d9940d962,REP_d21d2dd167c5,Morris Garcia,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2019-04-01,2019-05-18,test,0.9700798959390835,97.00798959390835,146.75480184036837,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,7867084.0,7075033.942360188,-0.7753776758390343,22051152.22339678,23174086.07,32.472207428153155,0.0,0.0,0.0,0.09597958216390291,0.10962270378017169,0.01278040694584491,0.14392321051957194,69,46.972972972972975,155,845.3483126706371,1.028289628213086,116.00855108307557,87.80476957115116,75.68818742359153,0.5226474379235188,0.6905270897802117,-0.16787965185669296,2.625,low,UNK,synthetic_derived
RPER_61fa5ecd52929f18,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2018-04-01,2018-05-15,train,0.9680851063829787,96.80851063829788,146.36426566540442,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,11890083.8,10649596.997932589,-0.6951328646377073,29693242.904031664,29634810.15,40.14405453930485,0.0,0.0,0.0,0.0901217133849588,0.09925082847914225,0.0064013627161194275,0.06519647898936125,77,47.29761904761905,212,1091.874208331631,1.0226211181109726,107.23114046708196,134.67556687604642,125.59370933613208,0.8016402790240859,0.638280598018345,0.16335968100574083,2.625,critical,UNK,synthetic_derived
RPER_b6193ba7d58b6ac5,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-09-01,2018-10-15,validation,0.9646067291244421,96.46067291244421,146.31979263922793,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,17659401.0,15860820.055151792,-0.3792581003208588,27931651.630303606,36884132.4,47.44508443842679,0.0,0.0,0.0,0.0895461002798736,0.05290452937697962,0.005156933216642917,0.16040838452936929,79,45.44047619047619,218,1082.8466521269465,1.020851115233843,97.88590698911325,105.35404326684235,107.62942951385197,0.6271074003978712,0.5826542082685313,0.04445319212933985,6.375,high,UNK,synthetic_derived
RPER_0d1245f1ac61b5ba,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2018-05-01,2018-06-15,train,0.9638297872340426,96.38297872340425,146.30985899647985,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,15840683.0,14205891.018821865,0.3339369575749826,24766307.683245648,33760308.98,45.16932010058906,0.0,0.0,0.0,0.09030964431034588,0.018049418466200333,0.005158942950672437,0.15692378546699123,77,48.023809523809526,217,1052.9463769148479,1.0212470830428804,113.40772268966968,147.0788677469589,129.6903458236503,0.8754694508747554,0.6750459683908909,0.20042348248386443,6.125,critical,UNK,synthetic_derived
RPER_f821fa164bd1cebe,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-11-01,2018-12-15,validation,0.9616556259158654,96.16556259158654,146.26322621743216,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,13870029.0,12483502.5221372,-0.3998638372391302,20737776.582470454,24809705.56,48.87675756955963,0.0,0.0,0.0,0.08985154234076778,0.11768684822137197,0.0039477289856539735,0.08962309008456364,77,48.726190476190474,226,1125.9043790370795,1.0200321872552989,115.34271663093485,100.7065065659475,87.31067683118718,0.5994434914639732,0.6865637894698503,-0.08712029800587706,5.5,medium,UNK,synthetic_derived
RPER_710d0ff66c0f09e5,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2018-12-01,2019-01-15,validation,0.9616393806367673,96.16393806367674,146.26287777847116,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,15490491.0,14017384.667367507,-0.05524553865844952,23689904.808230173,33023889.52,45.263971795919375,0.0,0.0,0.0,0.08942106128075179,0.05511811644455829,0.01493781951000638,0.07333569449744644,74,43.329268292682926,194,913.4401507704363,1.0151635557684926,115.43290905197127,101.14805760242905,87.62497491671915,0.60207177144303,0.6871006491188766,-0.08502887767584655,3.5,medium,UNK,synthetic_derived
RPER_dac05c425c7d282a,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-12-01,2018-01-15,train,0.9595744680851064,95.95744680851064,146.21858823566248,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,14500971.0,12976966.538401548,-0.5497625442148941,24383060.44493432,29740486.0,44.08838801291556,0.0,0.0,0.0,0.09833127736661318,0.06558282239861682,0.003071699469491486,0.0752036042177052,74,47.3974358974359,160,914.419225781342,1.0203168253852815,134.81264068249533,102.77379289143809,76.23453733354746,0.6117487672109411,0.8024561945386627,-0.1907074273277216,8.125,low,UNK,synthetic_derived
RPER_d7edf4651f52b591,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2018-08-01,2018-09-15,validation,0.9583402679118662,95.83402679118662,146.1599552122044,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,11615409.0,10494868.22417289,-0.5042850930786655,19978530.2771765,23431861.21,45.64645734539345,0.0,0.0,0.0,0.08990994490675436,0.0383522792826295,0.005252581281230304,0.18246486647832402,81,45.48809523809524,233,1044.0683507154024,1.0230814357225133,95.35536985866852,79.2736110299438,83.1349206105955,0.471866732321094,0.5675914872539793,-0.09572475493288535,0.0,low,UNK,synthetic_derived
RPER_2da8f3927d9d185e,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2018-05-01,2018-06-15,train,0.9553191489361702,95.53191489361701,146.01643121697876,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,11916946.0,10738087.010527235,-0.4843176219690373,23206278.54091674,24866846.7,45.154447933417316,0.0,0.0,0.0,0.0920154276904748,0.01142196338411616,0.005564768973688645,0.08144156885821179,78,47.45238095238095,229,1133.179102255705,1.0092421940999499,117.95509684173686,92.11280751151368,78.09141781732721,0.5482905209018671,0.7021136716770051,-0.15382315077513797,4.5,low,UNK,synthetic_derived
RPER_e3a3c677f7819e38,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2018-09-01,2018-10-15,validation,0.9524149642744475,95.24149642744474,145.995737673398,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,14590219.0,13122603.313945178,-0.3463898901031193,25251183.647681516,25350871.87,45.55293690552695,0.0,0.0,0.0,0.09023187954929607,0.051947278703055016,0.0030037187621134876,0.12009607562138565,77,47.01190476190476,237,868.7820996125366,1.0249655258424846,109.2002475222031,115.59428162445512,105.85532931228197,0.6880612001455662,0.650001473346447,0.038059726799119176,5.25,high,UNK,synthetic_derived
RPER_2981928e97076424,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-04-01,2018-05-15,train,0.951063829787234,95.1063829787234,145.98611026892777,False,False,Context only,medium,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,13768418.0,12431697.350441383,-0.5561379307869937,23562813.455842186,27684321.77,48.25993405917697,0.0,0.0,0.0,0.09059705193193221,0.020067852531615048,0.006746731418579812,0.07819309039266753,79,47.04761904761905,219,1074.0281354045253,1.0053583483978255,114.51747207344512,106.0470392652575,92.60337077406393,0.6312323765789136,0.6816516194847924,-0.050419242905878736,2.625,medium,UNK,synthetic_derived
RPER_544224f61048f591,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-12-01,2018-01-15,train,0.9468085106382979,94.68085106382979,145.97871504959082,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,12022605.0,10752320.813612489,-0.26249719006939143,16662855.818534672,19723272.47,45.68744094791325,0.0,0.0,0.0,0.10094954727544223,0.013891719360910553,0.007657128302484594,0.06924288346999542,80,48.51190476190476,165,1120.0426945549343,1.0155827678904832,123.63258733754147,86.35246623632823,69.84603986372045,0.5140027752162395,0.7359082579615563,-0.22190548274531685,2.625,low,UNK,synthetic_derived
