observation_id,metric_name,actual_value,peer_median_value,peer_z_score,peer_percentile,peer_group_basis,rep_id,period,rep_name,manager_name,team_name,territory_name
RPER_f8de8a85248958e5,net_sales,34931928.57694224,31875491.695281476,0.6744907594765953,1.0,team_period,REP_0dfc420450a6,2018-03-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_61fa5ecd52929f18,net_sales,10649596.997932589,10649596.997932589,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2018-04-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_0d1245f1ac61b5ba,net_sales,14205891.018821865,14205891.018821865,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2018-05-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_f4b9f8e4b80227d5,net_sales,37340128.09851143,18187374.59784489,5.4521323402094755,1.0,team_period,REP_0dfc420450a6,2018-06-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_2e651fac95659cce,net_sales,22056504.901724122,22056504.901724122,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2018-07-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_ce9e7871d30c3e06,net_sales,21901631.896799214,21901631.896799214,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2018-08-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Poland
RPER_49baf93472a7fd1c,net_sales,16460542.35688857,22714889.235936835,-2.3844099573241953,0.3333333333333333,team_period,REP_0dfc420450a6,2018-09-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_c19d4889c15d29bd,net_sales,23419088.0321483,24807372.01269989,-0.5596255741401672,0.3333333333333333,commercial_peer_group,REP_0dfc420450a6,2018-10-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_506fccbbcebf23c1,net_sales,24318565.275635313,17002717.540413857,2.74024419673803,1.0,commercial_peer_group,REP_0dfc420450a6,2018-11-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_3a2f83b69da09f3c,net_sales,11576227.384761315,14089181.980218127,-0.6744907594765952,0.3333333333333333,team_period,REP_0dfc420450a6,2018-12-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Poland
RPER_bba98becd6326856,net_sales,8751543.954014335,8751543.954014335,0.0,0.6666666666666666,commercial_peer_group,REP_0dfc420450a6,2019-01-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_9b8650068c0df95c,net_sales,12922857.428253105,14934566.080748769,-0.6744907594765952,0.3333333333333333,team_period,REP_0dfc420450a6,2019-02-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_7119f0f168bcb0bb,net_sales,22094308.28092585,22094308.28092585,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2019-03-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_c8632d5c5281bc04,net_sales,26639474.037599057,10240830.596484488,3.4938230964941095,1.0,team_period,REP_0dfc420450a6,2019-04-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_66e6b26b6761af61,net_sales,9966857.82299178,11172727.632778175,-0.6744907594765952,0.3333333333333333,commercial_peer_group,REP_200ef690040c,2017-01-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_105b0dc88cc902e5,net_sales,18932964.02918258,13933008.54598599,1.4323978095508725,1.0,team_period,REP_200ef690040c,2017-02-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_52d832db2d52d343,net_sales,17541785.908647683,14404313.824955823,0.8660518106690827,1.0,team_period,REP_200ef690040c,2017-03-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_c3019d7b3eddfc91,net_sales,12898244.219467908,13568343.612197677,-0.358611981956843,0.5,team_period,REP_200ef690040c,2017-04-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_f130fc721869b3ba,net_sales,9966878.658257626,12330056.018238084,-0.6744907594765952,0.3333333333333333,commercial_peer_group,REP_200ef690040c,2017-05-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_5b0ef0d81d846918,net_sales,17860852.017798226,17860852.017798226,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-06-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_35f915e5145711bd,net_sales,24334345.526359573,18963976.662280634,1.1642413563445657,1.0,commercial_peer_group,REP_200ef690040c,2017-07-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_5de388944f114449,net_sales,20322003.182505894,14479314.23912029,1.266390590731142,1.0,commercial_peer_group,REP_200ef690040c,2017-08-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_d985631757f58e88,net_sales,24262913.965369362,24262913.965369362,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-09-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_8375f8a8bc57399c,net_sales,17562591.032228064,18468991.152779218,-0.49076861483836853,0.3333333333333333,commercial_peer_group,REP_200ef690040c,2017-10-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_e2efdf8139bd2e13,net_sales,27601514.467116997,27601514.467116997,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-11-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_4f33b8654c5e7ed3,net_sales,9370128.127442477,13804965.92031468,-1.1416567686185792,0.25,commercial_peer_group,REP_200ef690040c,2017-12-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_beaa0f09c6dd78f7,net_sales,25878361.098252833,25878361.098252833,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2018-01-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_4b69123038971c1d,net_sales,16802060.083305616,17379618.94590681,-0.33231963508453055,0.5,commercial_peer_group,REP_200ef690040c,2018-02-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_9759df91c36464ff,net_sales,28008019.185968105,25664711.340331476,0.3670883809041625,0.75,commercial_peer_group,REP_200ef690040c,2018-03-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_2981928e97076424,net_sales,12431697.350441383,16482279.117547419,-0.9076329945311138,0.25,commercial_peer_group,REP_200ef690040c,2018-04-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_1270e8982716581c,net_sales,13454780.753717318,15387178.32503441,-0.7860094424486516,0.25,commercial_peer_group,REP_200ef690040c,2018-05-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_2e4c38460a1c38cf,net_sales,28038490.96912073,24861359.903428294,0.623690544751746,0.75,commercial_peer_group,REP_200ef690040c,2018-06-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_cf3055f082e65fce,net_sales,11165670.58694282,23092305.18803925,-1.3993664065451186,0.25,commercial_peer_group,REP_200ef690040c,2018-07-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_1eda3cf7d86ad1f3,net_sales,13011753.15785509,19554933.54713029,-1.027125878462435,0.25,commercial_peer_group,REP_200ef690040c,2018-08-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_24c166938dab3031,net_sales,24923832.02994354,22508252.081528015,1.0731974831568258,1.0,commercial_peer_group,REP_200ef690040c,2018-09-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_4b8488c5abdc17e2,net_sales,28113587.91165063,24319428.75669335,1.2096927030831888,1.0,commercial_peer_group,REP_200ef690040c,2018-10-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_be523547dbbeb8ff,net_sales,27534045.866733883,20069094.895570703,1.3413793486460965,1.0,commercial_peer_group,REP_200ef690040c,2018-11-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_746fbd7406c0117d,net_sales,17639425.53281038,9367264.04391123,6.8850403817246635,1.0,commercial_peer_group,REP_200ef690040c,2018-12-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_845bbdba12750844,net_sales,8951295.066732906,7200281.344037493,1.3602613010431022,1.0,commercial_peer_group,REP_200ef690040c,2019-01-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_a10cfd06ab502acc,net_sales,27392268.339437228,20066245.486087933,1.6777964983115667,1.0,commercial_peer_group,REP_200ef690040c,2019-02-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_569377d35a2daf74,net_sales,12656993.676595686,16384229.331744626,-0.8248766274977263,0.25,commercial_peer_group,REP_200ef690040c,2019-03-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_837f3a60d7712557,net_sales,9263529.048893599,11307140.589061745,-0.9648126369753427,0.25,commercial_peer_group,REP_200ef690040c,2019-04-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_8109e415d61c2f6f,net_sales,12710498.446613837,12710498.446613837,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-01-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_4f6666113eec0939,net_sales,12046096.844481543,12046096.844481543,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-02-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_431462828df23ca8,net_sales,18131167.74611814,12444722.537202701,2.039765633110441,1.0,commercial_peer_group,REP_2234ec3bee93,2017-03-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e01b84386ada4b96,net_sales,9871610.28209085,9871610.28209085,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-04-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_03c81fd1681e3fbe,net_sales,9920354.742860135,14248213.684741613,-3.037474758338426,0.3333333333333333,commercial_peer_group,REP_2234ec3bee93,2017-05-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_72cbd815a1a58c26,net_sales,15705183.291600196,15705183.291600196,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-06-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_a14b03e7021661a5,net_sales,17141306.20877883,14802375.313711759,1.3078872918733255,1.0,commercial_peer_group,REP_2234ec3bee93,2017-07-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_436932f89b416b53,net_sales,17166733.6671681,11916786.375995565,4.405505918733009,1.0,commercial_peer_group,REP_2234ec3bee93,2017-08-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e585e0e5d159b7f9,net_sales,16902979.35897274,13700765.33702952,1.3719484466542007,1.0,team_period,REP_2234ec3bee93,2017-09-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_28621abab10255fe,net_sales,10640747.757480053,11348952.729599494,-0.6240267177008798,0.3333333333333333,team_period,REP_2234ec3bee93,2017-10-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_c51059e959f60cba,net_sales,10287089.303653335,13251877.906430459,-2.2372592199468295,0.3333333333333333,team_period,REP_2234ec3bee93,2017-11-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_ae0a3c635c2f1be7,net_sales,12472874.887222147,12809423.78952538,-0.2627353953098492,0.3333333333333333,team_period,REP_2234ec3bee93,2017-12-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_d2ffe731564a47ad,net_sales,12376972.745434636,14378624.35375026,-1.3921023034401405,0.3333333333333333,team_period,REP_2234ec3bee93,2018-01-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e856e5a68684dae0,net_sales,25548828.34345808,17149146.256569717,4.898017639607279,1.0,team_period,REP_2234ec3bee93,2018-02-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_02636fc24f4f2b59,net_sales,21137724.292312708,23585580.70937654,-1.0378614150851402,0.3333333333333333,team_period,REP_2234ec3bee93,2018-03-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_56e43938b658c59a,net_sales,24441649.479326922,24441649.479326922,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2018-04-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_254c223f7af5d235,net_sales,19406488.01840997,19406488.01840997,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2018-05-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_0db631a5e239afff,net_sales,23037709.68537532,23037709.68537532,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2018-06-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_3d3d74b699790098,net_sales,32638729.35985063,19539233.940496348,3.4804483045786934,1.0,commercial_peer_group,REP_2234ec3bee93,2018-07-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_853b702056785bca,net_sales,20077111.897818588,15721117.41052095,0.824535291305612,1.0,team_period,REP_2234ec3bee93,2018-08-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e3a3c677f7819e38,net_sales,13122603.313945178,13122603.313945178,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2018-09-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_b2f414f12fe60c25,net_sales,25212716.337430798,25212716.337430798,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2018-10-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_7ddcdb78c30ecf31,net_sales,22713704.02628465,19374527.76076542,0.6744907594765952,1.0,commercial_peer_group,REP_2234ec3bee93,2018-11-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_415c611bd1a0e5fb,net_sales,14014963.995820733,14017384.667367507,-0.0017269066978017034,0.3333333333333333,team_period,REP_2234ec3bee93,2018-12-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Poland
RPER_8afd0f88595a10ae,net_sales,5485196.270856696,5485196.270856696,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2019-01-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_23f31700076ca69a,net_sales,24479510.079412684,24479510.079412684,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2019-02-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_c0ed53d80cae1279,net_sales,20547865.386927955,21104668.138152573,-0.263829190575161,0.3333333333333333,commercial_peer_group,REP_2234ec3bee93,2019-03-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_89eb918b3eecc2a7,net_sales,29041082.538517106,17254391.76354572,1.6888368982388589,1.0,commercial_peer_group,REP_2234ec3bee93,2019-04-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_a5e34fb410006ef2,net_sales,13220371.323102701,11172727.632778175,1.145328240756848,1.0,commercial_peer_group,REP_56269a9759c4,2017-01-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_0d585541132e9d44,net_sales,12369879.906933082,13933008.54598599,-0.44780839472477874,0.5,team_period,REP_56269a9759c4,2017-02-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_8d20614d66c9cb49,net_sales,16153837.882825138,14404313.824955823,0.4829297082841077,0.75,team_period,REP_56269a9759c4,2017-03-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_db61b23d5c052dcb,net_sales,14238443.004927445,13568343.612197677,0.358611981956843,0.75,team_period,REP_56269a9759c4,2017-04-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_9679d5aec2e7fbbd,net_sales,20036613.35604156,12330056.018238084,2.1995817155966573,1.0,commercial_peer_group,REP_56269a9759c4,2017-05-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_d2b60aec3f20815c,net_sales,17367198.2275991,17860852.017798226,-0.27638871298368306,0.3333333333333333,commercial_peer_group,REP_56269a9759c4,2017-06-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_e2a7a82278d9907b,net_sales,18963976.662280634,18963976.662280634,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-07-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_c582a0a77b8ada6a,net_sales,14479314.23912029,14479314.23912029,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-08-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_94da8111a3a4b5b8,net_sales,25857695.80342337,24262913.965369362,0.657291964324752,1.0,commercial_peer_group,REP_56269a9759c4,2017-09-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_14fdd1b6fd05eb34,net_sales,18468991.152779218,18468991.152779218,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-10-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_eafda11e1ee17c06,net_sales,28822494.378600374,27601514.467116997,0.4423597527367525,1.0,commercial_peer_group,REP_56269a9759c4,2017-11-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_dac05c425c7d282a,net_sales,12976966.538401548,13804965.92031468,-0.21315122286826968,0.5,commercial_peer_group,REP_56269a9759c4,2017-12-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_2e35b2010864107f,net_sales,13124769.72542164,20469641.680270404,-0.8180270803862076,0.25,team_period,REP_56269a9759c4,2018-01-01,Anne Wu,Britanny Bold,Delta,Delta / Poland
RPER_3c738aea125bc2a4,net_sales,17957177.808508,17379618.94590681,0.3323196350845284,0.75,commercial_peer_group,REP_56269a9759c4,2018-02-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_39225b87367dc735,net_sales,38535890.45481845,25664711.340331476,2.0163207793045426,1.0,commercial_peer_group,REP_56269a9759c4,2018-03-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_9c22e0475f819b5c,net_sales,14512630.265274527,16482279.117547419,-0.44134852442207667,0.5,commercial_peer_group,REP_56269a9759c4,2018-04-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_0cbd2285ea6c61ef,net_sales,17449738.84198706,15387178.32503441,0.8389536739282771,1.0,commercial_peer_group,REP_56269a9759c4,2018-05-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_ef5ededdaafb3658,net_sales,21166667.87195143,24861359.903428294,-0.7252909742014443,0.25,commercial_peer_group,REP_56269a9759c4,2018-06-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_1aee5e4a99dbd301,net_sales,17909444.315169245,23092305.18803925,-0.6081113103460589,0.5,commercial_peer_group,REP_56269a9759c4,2018-07-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_0875dceb17baa4cc,net_sales,16957870.14642031,19554933.54713029,-0.40767805076093294,0.5,commercial_peer_group,REP_56269a9759c4,2018-08-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_03b33c1048ecc70c,net_sales,22819463.005025443,22508252.081528015,0.138265255947098,0.75,commercial_peer_group,REP_56269a9759c4,2018-09-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_325ccd81d052284c,net_sales,23606706.850083202,24319428.75669335,-0.22723730200599312,0.5,commercial_peer_group,REP_56269a9759c4,2018-10-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_d6ba604d09f7f403,net_sales,20111401.964539796,20069094.895570703,0.007602170307093808,0.75,commercial_peer_group,REP_56269a9759c4,2018-11-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_c06918a37c89d042,net_sales,8556884.412737157,9367264.04391123,-0.6744907594765952,0.3333333333333333,commercial_peer_group,REP_56269a9759c4,2018-12-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_9ede02831ec4dc11,net_sales,6302245.258172458,7200281.344037493,-0.6976323021969353,0.25,commercial_peer_group,REP_56269a9759c4,2019-01-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_4f3b300e349737b0,net_sales,17940415.99709742,20066245.486087933,-0.4868547838347416,0.5,commercial_peer_group,REP_56269a9759c4,2019-02-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_d7046171dcc33bcf,net_sales,14016041.928500308,16384229.331744626,-0.5241048914554642,0.5,commercial_peer_group,REP_56269a9759c4,2019-03-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_f3d45a9e0199d4c7,net_sales,10493415.79888418,11307140.589061745,-0.38416888197784776,0.5,commercial_peer_group,REP_56269a9759c4,2019-04-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_ba4c149e74994fd0,net_sales,8907106.017732047,10569792.727884978,-0.9899859839392096,0.25,team_period,REP_6003efb01f5e,2017-01-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_b7d35006950dbfb2,net_sales,10787356.218293553,13933008.54598599,-0.9011731242284117,0.25,team_period,REP_6003efb01f5e,2017-02-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3c9a6656129888bf,net_sales,10876649.672561292,14404313.824955823,-0.9737584415472214,0.25,team_period,REP_6003efb01f5e,2017-03-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_8e761ace2dd69e2d,net_sales,16859240.457438122,13568343.612197677,1.7611641689147453,1.0,team_period,REP_6003efb01f5e,2017-04-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_b5ad3375582d89cd,net_sales,12330056.018238084,12330056.018238084,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2017-05-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_a56116a46956ba51,net_sales,28542649.486621108,17860852.017798226,5.980564341599458,1.0,commercial_peer_group,REP_6003efb01f5e,2017-06-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_5a26750530b65d39,net_sales,15852710.983508416,18963976.662280634,-0.6744907594765952,0.3333333333333333,commercial_peer_group,REP_6003efb01f5e,2017-07-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_a3da44f53c674985,net_sales,11367446.753959613,14479314.23912029,-0.6744907594765953,0.3333333333333333,commercial_peer_group,REP_6003efb01f5e,2017-08-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_6779b72f0b9d987c,net_sales,13135337.907007864,24262913.965369362,-4.586248821655952,0.3333333333333333,commercial_peer_group,REP_6003efb01f5e,2017-09-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_9aaea9b5b779c497,net_sales,21884121.262333065,18468991.152779218,1.8491156778966447,1.0,commercial_peer_group,REP_6003efb01f5e,2017-10-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_02ef603bb7b4ceb8,net_sales,12691608.253659744,27601514.467116997,-5.401843522470528,0.3333333333333333,commercial_peer_group,REP_6003efb01f5e,2017-11-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_80ccab8fe7db15a6,net_sales,14632965.302227814,13804965.92031468,0.21315122286826968,0.75,commercial_peer_group,REP_6003efb01f5e,2017-12-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_9cd6eaacf36b2e74,net_sales,15060922.26228797,25878361.098252833,-4.180109704356509,0.3333333333333333,commercial_peer_group,REP_6003efb01f5e,2018-01-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_4948c28097d0c4fc,net_sales,22299780.372508377,17379618.94590681,2.830994995871498,1.0,commercial_peer_group,REP_6003efb01f5e,2018-02-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3929f88735783e48,net_sales,23321403.494694848,25664711.340331476,-0.3670883809041625,0.5,commercial_peer_group,REP_6003efb01f5e,2018-03-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_c20ca7de64a001a6,net_sales,25573668.208785836,16482279.117547419,2.0371505081907446,1.0,commercial_peer_group,REP_6003efb01f5e,2018-04-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_d4a8068fb878906b,net_sales,16771240.417173691,15387178.32503441,0.5629720765045388,0.75,commercial_peer_group,REP_6003efb01f5e,2018-05-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_7551f3af62fc7758,net_sales,21684228.83773586,24861359.903428294,-0.6236905447517453,0.5,commercial_peer_group,REP_6003efb01f5e,2018-06-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_6f5614106a574cf8,net_sales,29406654.47037673,23092305.18803925,0.7408702086071316,1.0,commercial_peer_group,REP_6003efb01f5e,2018-07-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
