observation_id,rep_id,rep_name,manager_id,manager_name,team_id,team_name,territory_id,territory_name,period,split,anomaly_score,raw_score,threshold_flag,manager_review_flag,primary_reason,recommended_review_action,ground_truth_label,anomaly_type,anomaly_category,severity,injection_count,benchmark_mode_disclosure
RPER_544224f61048f591,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-12-01,train,0.9468085106382979,145.97871504959082,False,False,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_21606fda070f2bf4,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2018-05-01,train,0.9425531914893617,145.96788212554273,False,False,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_f130fc721869b3ba,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-05-01,train,0.9382978723404255,145.94211589697994,False,False,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_c51059e959f60cba,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-11-01,train,0.9340425531914893,145.8139666410817,False,False,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_9ede02831ec4dc11,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-01-01,test,0.9318984815175342,115.58910655574351,False,False,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,end_of_period_sales_spike|incorrect_accelerator_tier|unsupported_manual_override,incentive|order_timing,high|low,3,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_8a5c9e1ff8ccb1a8,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-01-01,test,0.9315943583227153,111.30189865883979,False,False,Calculated incentive was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",1,duplicate_incentive_adjustment|territory_potential_explained_performance,incentive|territory,high|low,2,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_8ef84997ed6c0c60,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2017-01-01,train,0.9297872340425531,85.82696739221699,False,False,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_51a48596d3290b29,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2019-02-01,test,0.9277539679039085,70.7688245773363,False,False,Unapproved discount rate was the largest PCA reconstruction deviation (observed 0.2198).,"Validate the underlying orders, discounts, returns, period timing, and customer context before action.",1,threshold_crossing_discount,discount,medium,1,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_746fbd7406c0117d,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-12-01,validation,0.925641331176558,55.12287201275402,False,False,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_0edbb97dfcd71947,REP_d21d2dd167c5,Morris Garcia,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2017-12-01,train,0.925531914893617,54.312547194234334,False,False,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_544e6d333b9b3ee6,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2019-04-01,test,0.9254564588394284,53.94050233613081,False,False,Incentive peer median was the largest PCA reconstruction deviation (observed 0).,"Validate the target, policy tier, adjustment approval, and payout reconciliation before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_0d74e5c2d3b72cb3,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-01-01,train,0.9212765957446809,33.33120082015429,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_66e6b26b6761af61,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-01-01,train,0.9170212765957447,32.81033506948615,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_a5e34fb410006ef2,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-01-01,train,0.9127659574468086,32.71540080025147,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_f02627e8b77f4fd8,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-01-01,train,0.9085106382978724,32.709416205869054,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_3fd216a65a2ecd7c,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-01-01,train,0.9042553191489362,32.65782982628333,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_6a8975b1e4d0c907,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-01-01,train,0.9,32.558697209845135,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_ba4c149e74994fd0,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-01-01,train,0.8957446808510638,32.54448279265288,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_37f9ae5e926e88b3,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-01-01,train,0.8914893617021277,32.50686333761602,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_8109e415d61c2f6f,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-01-01,train,0.8872340425531915,32.50284139498059,False,False,Rep historical mean was the largest PCA reconstruction deviation (observed 0).,"Validate the source record, peer context, and relevant commercial activity before action.",0,none,none,none,0,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_f91330edda38d500,REP_82f7cb811b80,Stella Given,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2019-03-01,test,0.884271188982744,13.179598712543179,False,False,Average interest score was the largest PCA reconstruction deviation (observed 0.05).,"Validate the source record, peer context, and relevant commercial activity before action.",1,high_activity_low_engagement,activity,medium,1,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_60f84efc12907586,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2019-02-01,test,0.8836722548325393,9.273448894461595,False,False,Unusual order timing score was the largest PCA reconstruction deviation (observed 0.7439).,"Validate the underlying orders, discounts, returns, period timing, and customer context before action.",1,post_payout_returns,returns,high,1,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_837f3a60d7712557,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-04-01,test,0.8832767733851496,6.694184073366355,False,False,Unusual order timing score was the largest PCA reconstruction deviation (observed 0.6857).,"Validate the underlying orders, discounts, returns, period timing, and customer context before action.",1,unusual_return_rate,returns,high,1,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_d7046171dcc33bcf,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-03-01,test,0.8832703227683569,6.6521142137617195,False,False,"Estimated visit travel km was the largest PCA reconstruction deviation (observed 7,219).","Validate visit, CRM, route, and expense records with the representative and manager before action.",1,overlap_impossible_travel,activity,medium,1,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
RPER_95fef512da106b11,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2019-03-01,test,0.8831570052674185,5.91307614835035,False,False,Visit converted customer count was the largest PCA reconstruction deviation (observed 42).,"Validate visit, CRM, route, and expense records with the representative and manager before action.",1,sales_without_supporting_activity,activity,medium,1,Controlled synthetic labels for evaluation only; not evidence of fraud or misconduct.
