observation_id,model,feature,contribution
obs_61ac42657d7331dd,K-Means,total_quantity_lag_2,0.09033985046296288
obs_61ac42657d7331dd,K-Means,total_sales_rolling_MAD,0.06979815788169028
obs_61ac42657d7331dd,K-Means,total_quantity_rolling_MAD,0.05569170191712097
obs_43a512da6ca25bcc,K-Means,total_sales_lag_6,0.20331078331357808
obs_43a512da6ca25bcc,K-Means,total_quantity_lag_6,0.12021220575798033
obs_43a512da6ca25bcc,K-Means,total_quantity_lag_3,0.0579711047477846
obs_1753f2f158ae70ac,K-Means,total_sales_lag_6,0.12598777408433864
obs_1753f2f158ae70ac,K-Means,total_quantity_lag_6,0.12224153701735883
obs_1753f2f158ae70ac,K-Means,distinct_customers_lag_6,0.042541099318953536
obs_f515e3cb78631885,K-Means,distinct_customers_lag_6,0.07281511835072989
obs_f515e3cb78631885,K-Means,simulated_actual_payout_lag_6,0.06387995347385313
obs_f515e3cb78631885,K-Means,total_quantity_rolling_std,0.05030358716222648
obs_1fc0b0ecd7830d62,K-Means,total_quantity_lag_6,0.18731437251943764
obs_1fc0b0ecd7830d62,K-Means,total_sales_lag_6,0.14065995833599695
obs_1fc0b0ecd7830d62,K-Means,distinct_customers_trend,0.0705315610952364
obs_d814e046eaa60d15,K-Means,distinct_customers_rolling_MAD,0.07815814464651424
obs_d814e046eaa60d15,K-Means,distributor_concentration,0.04840357791413932
obs_d814e046eaa60d15,K-Means,median_price,0.043871584310387686
obs_76bde88d2475a77f,K-Means,distinct_customers_rolling_MAD,0.04763980127532772
obs_76bde88d2475a77f,K-Means,distinct_customers_lag_3,0.04383813591440041
obs_76bde88d2475a77f,K-Means,total_quantity_lag_2,0.04222894886127744
obs_03a31da4d41327a0,K-Means,distinct_customers_lag_3,0.03809246904271004
obs_03a31da4d41327a0,K-Means,total_quantity_lag_3,0.03563284809231086
obs_03a31da4d41327a0,K-Means,simulated_actual_payout_month_over_month_growth,0.03393463918756023
obs_33d19603a3759bab,K-Means,distinct_customers_lag_6,0.06867028574768091
obs_33d19603a3759bab,K-Means,total_quantity_trend,0.06614773274431522
obs_33d19603a3759bab,K-Means,simulated_actual_payout_trend,0.06391532939057405
obs_791d08d7ef65ea42,K-Means,distinct_customers_lag_6,0.12398551241525135
obs_791d08d7ef65ea42,K-Means,subchannel_mix,0.05167769805541578
obs_791d08d7ef65ea42,K-Means,total_quantity_lag_2,0.04525122973375435
obs_5a95dfdf8550b3c1,K-Means,distinct_customers_lag_6,0.19306889918616998
obs_5a95dfdf8550b3c1,K-Means,total_quantity_lag_6,0.08249788900144653
obs_5a95dfdf8550b3c1,K-Means,total_quantity_lag_3,0.08021017426805703
obs_0011949b2bb7fbcd,K-Means,total_quantity_rolling_std,0.05379829423185827
obs_0011949b2bb7fbcd,K-Means,distinct_customers_lag_6,0.05021110746311501
obs_0011949b2bb7fbcd,K-Means,total_sales_rolling_std,0.04961023703973203
obs_063693637ef59cce,K-Means,distinct_customers_lag_6,0.15031631940115292
obs_063693637ef59cce,K-Means,simulated_actual_payout_lag_6,0.046336601556585144
obs_063693637ef59cce,K-Means,total_sales_rolling_MAD,0.04160305987039016
obs_1b443ebac94ac4d4,K-Means,total_sales_lag_6,0.21807826863507299
obs_1b443ebac94ac4d4,K-Means,total_quantity_lag_6,0.20630250061681657
obs_1b443ebac94ac4d4,K-Means,distinct_customers_lag_6,0.06716575100680143
obs_b5b4c5d2b06e9f98,K-Means,distinct_customers_lag_6,0.1285089520100788
obs_b5b4c5d2b06e9f98,K-Means,total_quantity_peer_median,0.07591346887816415
obs_b5b4c5d2b06e9f98,K-Means,distributor_count,0.058153351329941066
obs_b06ed11f42fcfbdf,K-Means,total_sales_lag_6,0.06079968244763987
obs_b06ed11f42fcfbdf,K-Means,distributor_count,0.05254584300708605
obs_b06ed11f42fcfbdf,K-Means,distinct_customers_trend,0.049593338845046284
obs_2df2349d5d6d4af1,K-Means,new_customers,0.10372529784379521
obs_2df2349d5d6d4af1,K-Means,distinct_customers_lag_6,0.06127055080613898
obs_2df2349d5d6d4af1,K-Means,distinct_customers_rolling_MAD,0.05200169705633959
obs_62f13cc5df51a157,K-Means,distinct_customers_lag_6,0.13420529689451563
obs_62f13cc5df51a157,K-Means,subchannel_mix,0.06859110492585954
obs_62f13cc5df51a157,K-Means,new_customers,0.06308436627832843
obs_43336d845ea431bc,K-Means,median_price,0.12076376435688427
obs_43336d845ea431bc,K-Means,dominant_product_share,0.07103416228125593
obs_43336d845ea431bc,K-Means,simulated_payout_to_sales_ratio,0.06974095274908909
obs_baf5625da2096882,K-Means,simulated_actual_payout_rolling_mean_3,0.14025854987319908
obs_baf5625da2096882,K-Means,subchannel_mix,0.12041211175071301
obs_baf5625da2096882,K-Means,simulated_actual_payout_lag_1,0.1027039183127982
obs_c6bc5c9e95ff4666,K-Means,total_sales_rolling_std,0.1899314204064871
obs_c6bc5c9e95ff4666,K-Means,subchannel_mix,0.11748437137078464
obs_c6bc5c9e95ff4666,K-Means,total_quantity_rolling_std,0.1043956434518735
obs_de9e824837a99403,K-Means,total_sales_rolling_MAD,0.14797409002987275
obs_de9e824837a99403,K-Means,distinct_customers_rolling_MAD,0.14215018875991417
obs_de9e824837a99403,K-Means,simulated_actual_payout_lag_3,0.0972965818298877
obs_e3f6a3859fd7ad45,K-Means,total_quantity_rolling_MAD,0.07928238958990698
obs_e3f6a3859fd7ad45,K-Means,channel_mix,0.07649531558773212
obs_e3f6a3859fd7ad45,K-Means,total_sales_rolling_MAD,0.07063798598606798
obs_b5111b97e6ed38c7,K-Means,latitude_dispersion,0.17616545361981323
obs_b5111b97e6ed38c7,K-Means,total_sales_rolling_MAD,0.14763781727817635
obs_b5111b97e6ed38c7,K-Means,total_quantity_rolling_MAD,0.06093249375764666
obs_05c6a0c0b9d9e885,K-Means,simulated_actual_payout_lag_6,0.26659596849872036
obs_05c6a0c0b9d9e885,K-Means,simulated_actual_payout_rolling_MAD,0.07372015266065168
obs_05c6a0c0b9d9e885,K-Means,total_sales_rolling_MAD,0.06698513165575047
obs_de55c5814290b874,K-Means,simulated_actual_payout_rolling_MAD,0.12344541790976797
obs_de55c5814290b874,K-Means,distributor_concentration,0.07555939627583046
obs_de55c5814290b874,K-Means,total_quantity_rolling_MAD,0.06498658099867684
obs_70f1c06cda49ce50,K-Means,simulated_actual_payout_rolling_MAD,0.08397009216750274
obs_70f1c06cda49ce50,K-Means,simulated_actual_payout_history_deviation,0.07172253088306477
obs_70f1c06cda49ce50,K-Means,total_sales_rolling_MAD,0.0709505945620521
obs_309b62ebed7b301b,K-Means,simulated_actual_payout_rolling_MAD,0.07150308101789193
obs_309b62ebed7b301b,K-Means,total_sales_rolling_MAD,0.06041658381317566
obs_309b62ebed7b301b,K-Means,distinct_customers_lag_6,0.0494533901871068
obs_a202012c4ef24643,K-Means,distributor_concentration,0.13600457057998183
obs_a202012c4ef24643,K-Means,latitude_dispersion,0.07767601681064054
obs_a202012c4ef24643,K-Means,total_quantity_lag_6,0.06808968929384573
obs_2efdc8c5fbd6df78,K-Means,new_customers,0.06609336414836754
obs_2efdc8c5fbd6df78,K-Means,distinct_customers_history_deviation,0.056382929271131345
obs_2efdc8c5fbd6df78,K-Means,customer_concentration,0.04334523275344318
obs_0cadaa8e09752462,K-Means,customer_concentration,0.07395497736695662
obs_0cadaa8e09752462,K-Means,city_concentration,0.07395487282022195
obs_0cadaa8e09752462,K-Means,product_concentration,0.06954721247805105
obs_4d5cbeb7f46f0e31,K-Means,total_sales_trend,0.06462996369780823
obs_4d5cbeb7f46f0e31,K-Means,distinct_customers_lag_2,0.04131553784087548
obs_4d5cbeb7f46f0e31,K-Means,total_quantity_lag_6,0.04032065148143464
obs_9803f0acde4e76f3,K-Means,distinct_customers_trend,0.08411682959976749
obs_9803f0acde4e76f3,K-Means,distinct_customers_lag_3,0.0798372276073765
obs_9803f0acde4e76f3,K-Means,total_quantity_lag_1,0.056357873809315485
obs_e1b37c675c3003b1,K-Means,total_sales,0.06552131018318028
obs_e1b37c675c3003b1,K-Means,average_transaction_value,0.06460036573219656
obs_e1b37c675c3003b1,K-Means,sales_per_transaction,0.06460036573219656
obs_0b498f5343e84a61,K-Means,total_sales_lag_1,0.0947131578775338
obs_0b498f5343e84a61,K-Means,total_quantity_lag_1,0.06581343161460432
obs_0b498f5343e84a61,K-Means,total_quantity_lag_3,0.04727955123090955
obs_d7a2b25a8cdc5b6a,K-Means,total_sales_lag_2,0.11070118709841832
obs_d7a2b25a8cdc5b6a,K-Means,distinct_customers_lag_6,0.09848960620884098
obs_d7a2b25a8cdc5b6a,K-Means,total_quantity_lag_2,0.07904291136113714
obs_2a80e8723ccdd491,K-Means,total_sales_lag_6,0.11921916746222107
obs_2a80e8723ccdd491,K-Means,total_sales_lag_3,0.10909842797775651
obs_2a80e8723ccdd491,K-Means,total_quantity_lag_3,0.0734559139036914
obs_c32b47f34eec76af,K-Means,total_quantity_lag_6,0.09810853687607249
obs_c32b47f34eec76af,K-Means,total_sales_lag_6,0.0768991309258402
obs_c32b47f34eec76af,K-Means,simulated_actual_payout_lag_6,0.05888387636400542
obs_d537f23061649c08,K-Means,distinct_customers_lag_6,0.1355050635437047
obs_d537f23061649c08,K-Means,total_sales_lag_1,0.056986096048904936
obs_d537f23061649c08,K-Means,product_mix_change,0.043949959993756345
obs_06bc80ca1592529b,K-Means,total_sales_lag_6,0.22992380545896818
obs_06bc80ca1592529b,K-Means,total_quantity_lag_6,0.12815765016290095
obs_06bc80ca1592529b,K-Means,simulated_actual_payout_lag_6,0.06930442753557974
obs_593c6b0abfbff40f,K-Means,total_quantity_lag_6,0.0944746807884244
obs_593c6b0abfbff40f,K-Means,distinct_customers_lag_6,0.07338181743498903
obs_593c6b0abfbff40f,K-Means,total_sales_lag_3,0.053429937912831446
obs_0764cae41bcbe612,K-Means,distinct_customers_lag_6,0.10597947417817209
obs_0764cae41bcbe612,K-Means,subchannel_mix,0.06273020131848836
obs_0764cae41bcbe612,K-Means,customer_concentration,0.04600180630162082
obs_d05b3b40b386e054,K-Means,distinct_customers_lag_6,0.10132157887773258
obs_d05b3b40b386e054,K-Means,new_customers,0.0632981576787196
obs_d05b3b40b386e054,K-Means,total_quantity_peer_median,0.06037666908493367
obs_04e73b8f3403f58d,K-Means,distinct_customers_lag_6,0.09327693202629429
obs_04e73b8f3403f58d,K-Means,new_customers,0.07692066754362553
obs_04e73b8f3403f58d,K-Means,distinct_customers_history_deviation,0.05532225138587899
obs_e4f6b17418ade61e,K-Means,distributor_count,0.0673698061977065
obs_e4f6b17418ade61e,K-Means,new_customers,0.052257546605235884
obs_e4f6b17418ade61e,K-Means,distinct_customers_lag_6,0.050949316351427965
obs_3e72ae64b4ee1487,K-Means,distinct_customers_lag_6,0.20699272234156976
obs_3e72ae64b4ee1487,K-Means,distinct_customers_rolling_MAD,0.05002135292321464
obs_3e72ae64b4ee1487,K-Means,new_customers,0.04680241525013165
obs_979be2c88656c12c,K-Means,median_price,0.4017918334257888
obs_979be2c88656c12c,K-Means,distributor_concentration,0.1001220011519314
obs_979be2c88656c12c,K-Means,average_price,0.0976568712738802
obs_dfa27919b86c3d52,K-Means,channel_mix,0.12568852198798006
obs_dfa27919b86c3d52,K-Means,simulated_payout_to_sales_ratio,0.07286130279420713
obs_dfa27919b86c3d52,K-Means,simulated_actual_payout_rolling_mean_3,0.0622045724716457
obs_68b49514dab5a9ca,K-Means,median_price,0.2916388452579747
obs_68b49514dab5a9ca,K-Means,distinct_customers_rolling_std,0.08536114220971566
obs_68b49514dab5a9ca,K-Means,total_sales_rolling_std,0.07428655036404383
obs_308780ad50c636ca,K-Means,total_sales_rolling_MAD,0.49668567052212537
obs_308780ad50c636ca,K-Means,median_price,0.09312732366512798
obs_308780ad50c636ca,K-Means,total_sales_rolling_std,0.0384665659021751
obs_a4c24cdcb0026734,K-Means,distinct_customers_rolling_MAD,0.0700299698777985
obs_a4c24cdcb0026734,K-Means,total_sales_rolling_MAD,0.06521265450211801
obs_a4c24cdcb0026734,K-Means,distinct_customers_rolling_std,0.04756719946065102
obs_182375d528750b6c,K-Means,median_price,0.12556489684074465
obs_182375d528750b6c,K-Means,simulated_payout_to_sales_ratio,0.062148087615174416
obs_182375d528750b6c,K-Means,total_sales_rolling_median,0.05205352053326121
obs_8abab8423ce5b57a,K-Means,simulated_actual_payout_lag_6,0.09109509356786279
obs_8abab8423ce5b57a,K-Means,total_sales_lag_6,0.06345374839521194
obs_8abab8423ce5b57a,K-Means,total_sales_lag_3,0.05366811448157166
obs_047985ea3c9cd755,K-Means,total_sales_rolling_MAD,0.04829250163236508
obs_047985ea3c9cd755,K-Means,total_sales_lag_6,0.041853782540829665
obs_047985ea3c9cd755,K-Means,total_quantity_lag_3,0.037046862847635836
obs_d9289b44a1d34714,K-Means,product_breadth_change,0.05458821127898939
obs_d9289b44a1d34714,K-Means,total_sales_lag_6,0.04892925703076989
obs_d9289b44a1d34714,K-Means,product_mix_change,0.04691951246594901
obs_5015dcfd335cfe6b,K-Means,total_sales_lag_6,0.20024876689361842
obs_5015dcfd335cfe6b,K-Means,total_quantity_lag_6,0.058076000273899406
obs_5015dcfd335cfe6b,K-Means,product_mix_change,0.04507297113510579
obs_122ff7e4b022803a,K-Means,total_quantity_lag_6,0.13712056411976736
obs_122ff7e4b022803a,K-Means,total_sales_lag_6,0.10650333967473236
obs_122ff7e4b022803a,K-Means,distinct_customers_lag_6,0.06821484152426656
obs_0bdcb50077926fdd,K-Means,simulated_actual_payout_rolling_mean_3,0.08761744544870395
obs_0bdcb50077926fdd,K-Means,product_breadth_change,0.07559599189823206
obs_0bdcb50077926fdd,K-Means,total_sales_lag_6,0.048362517207057205
obs_a2471ed7d158d3a2,K-Means,product_breadth_change,0.0825981585446696
obs_a2471ed7d158d3a2,K-Means,customer_growth,0.0765006603795715
obs_a2471ed7d158d3a2,K-Means,distinct_customers_month_over_month_growth,0.0765006603795715
obs_0fd2277576d131c5,K-Means,median_price,0.12330072462376694
obs_0fd2277576d131c5,K-Means,total_quantity_lag_6,0.0678582601599279
obs_0fd2277576d131c5,K-Means,distinct_customers_lag_6,0.055585302504948135
obs_f919088c73e72be1,K-Means,median_price,0.12970937187779225
obs_f919088c73e72be1,K-Means,country_mix,0.04181356337995545
obs_f919088c73e72be1,K-Means,customer_loss_rate,0.04008291064499812
obs_27e4d2ad8d9be82a,K-Means,simulated_actual_payout_lag_6,0.06282898019355596
obs_27e4d2ad8d9be82a,K-Means,distinct_customers_rolling_MAD,0.06043603317575745
obs_27e4d2ad8d9be82a,K-Means,country_mix,0.05416053281962393
obs_6eca4269d60b55fa,K-Means,product_mix_change,0.05399062723232162
obs_6eca4269d60b55fa,K-Means,subchannel_mix,0.04679423252405884
obs_6eca4269d60b55fa,K-Means,city_concentration,0.04221029296770933
obs_b6b35315a88c7800,K-Means,total_quantity_rolling_MAD,0.05366308622955565
obs_b6b35315a88c7800,K-Means,total_quantity_peer_median,0.047446401262248
obs_b6b35315a88c7800,K-Means,distinct_customers_rolling_median,0.03550418765080987
obs_cee5c1e4f3e8006e,K-Means,distinct_customers_peer_country_product_class_relative,0.10742429836376659
obs_cee5c1e4f3e8006e,K-Means,distinct_customers_product_class_relative,0.10668843606243264
obs_cee5c1e4f3e8006e,K-Means,distinct_customers_lag_6,0.06454995325806714
obs_d7ceb393881b22a6,K-Means,customer_growth,0.13896044408901578
obs_d7ceb393881b22a6,K-Means,distinct_customers_month_over_month_growth,0.13896044408901578
obs_d7ceb393881b22a6,K-Means,distinct_customers_acceleration,0.09005070026829265
obs_fd7a14533175bc3b,K-Means,median_price,0.1881716288856934
obs_fd7a14533175bc3b,K-Means,distinct_customers_lag_6,0.06672336671793055
obs_fd7a14533175bc3b,K-Means,total_quantity_peer_country_product_class_relative,0.05066902122549762
obs_ecd4c7198c8348a5,K-Means,total_sales_lag_6,0.08982658636753789
obs_ecd4c7198c8348a5,K-Means,distinct_customers_lag_3,0.07569090207242665
obs_ecd4c7198c8348a5,K-Means,distinct_customers_lag_6,0.06840685529223856
obs_069f966ef2f3ff89,K-Means,distinct_customers_lag_6,0.1827710836345142
obs_069f966ef2f3ff89,K-Means,distinct_customers_acceleration,0.03855070518516517
obs_069f966ef2f3ff89,K-Means,new_customers,0.03821031916555317
obs_890c162e5617bff7,K-Means,total_quantity_lag_6,0.07005380872140039
obs_890c162e5617bff7,K-Means,total_sales_product_class_relative,0.05937474522218574
obs_890c162e5617bff7,K-Means,distinct_customers_lag_6,0.05646918670705249
obs_6c27798b6101288b,K-Means,distinct_customers_lag_6,0.04868882756066992
obs_6c27798b6101288b,K-Means,new_customers,0.04206309972521761
obs_6c27798b6101288b,K-Means,distinct_customers_lag_3,0.04108626475586705
obs_45857c1a6bd69901,K-Means,distinct_customers_lag_6,0.08524872412908728
obs_45857c1a6bd69901,K-Means,product_mix_change,0.060909811399746376
obs_45857c1a6bd69901,K-Means,total_quantity_lag_1,0.05372520864186541
obs_414b31aff8f47057,K-Means,new_customers,0.14427985812673355
obs_414b31aff8f47057,K-Means,median_price,0.11817926403715712
obs_414b31aff8f47057,K-Means,total_quantity_lag_6,0.08603418489904452
obs_2835518b42eb6685,K-Means,distinct_customers_lag_6,0.18856077235857716
obs_2835518b42eb6685,K-Means,new_customers,0.07876504672166014
obs_2835518b42eb6685,K-Means,total_quantity_lag_3,0.06471624475658902
obs_e31ae31bfcf0fa35,K-Means,simulated_payout_to_sales_ratio,0.14663303891494717
obs_e31ae31bfcf0fa35,K-Means,latitude_dispersion,0.105536918468288
obs_e31ae31bfcf0fa35,K-Means,average_price,0.04604236114099488
obs_e2991b3dc0037036,K-Means,simulated_payout_to_sales_ratio,0.09556648653111703
obs_e2991b3dc0037036,K-Means,total_quantity_rolling_mean_6,0.07508014041989822
obs_e2991b3dc0037036,K-Means,total_sales_rolling_mean_6,0.0545208833314964
obs_ba083d35986c96ef,K-Means,total_quantity_rolling_median,0.07077257097379151
obs_ba083d35986c96ef,K-Means,simulated_actual_payout_rolling_median,0.06003390575658029
obs_ba083d35986c96ef,K-Means,total_quantity_rolling_mean_6,0.05367964506522733
obs_26248f6afed02ffa,K-Means,total_quantity_lag_3,0.06453699299633227
obs_26248f6afed02ffa,K-Means,simulated_actual_payout_lag_3,0.0575084848869887
obs_26248f6afed02ffa,K-Means,distinct_customers_history_deviation,0.05380202632705846
obs_c5929a7675610dae,K-Means,subchannel_mix,0.055728143386819
obs_c5929a7675610dae,K-Means,total_quantity_rolling_median,0.05109141754973617
obs_c5929a7675610dae,K-Means,latitude_dispersion,0.04160443102653228
obs_6a00219cfab950aa,K-Means,total_quantity_rolling_median,0.060334624793789204
obs_6a00219cfab950aa,K-Means,total_sales_rolling_median,0.047022274255793396
obs_6a00219cfab950aa,K-Means,simulated_actual_payout_acceleration,0.04247714512690837
obs_f83caddbc1b9d053,K-Means,total_quantity_lag_6,0.13505763550755592
obs_f83caddbc1b9d053,K-Means,total_sales_lag_6,0.13381047877361524
obs_f83caddbc1b9d053,K-Means,simulated_actual_payout_lag_6,0.12277493716797094
obs_d4083525788fe9dd,K-Means,product_mix_change,0.061535560007993775
obs_d4083525788fe9dd,K-Means,median_price,0.04649119811469871
obs_d4083525788fe9dd,K-Means,total_quantity_lag_6,0.043274350944575025
obs_49fe18ffa6259ad5,K-Means,simulated_actual_payout_rolling_MAD,0.053689755917958555
obs_49fe18ffa6259ad5,K-Means,subchannel_mix,0.05327296494704457
obs_49fe18ffa6259ad5,K-Means,product_concentration,0.03599449786672595
obs_952bf57ffd9a5f43,K-Means,total_quantity_lag_6,0.09299478523254759
obs_952bf57ffd9a5f43,K-Means,distinct_customers_lag_6,0.07640338011854483
obs_952bf57ffd9a5f43,K-Means,total_sales_lag_3,0.0692653315129459
obs_6f6703e51e278b47,K-Means,simulated_actual_payout_lag_6,0.05846397202656332
obs_6f6703e51e278b47,K-Means,total_sales_lag_6,0.05437109882495367
obs_6f6703e51e278b47,K-Means,channel_mix,0.05390476682406558
obs_9affe7fb434117f8,K-Means,product_breadth_change,0.057568916508777816
obs_9affe7fb434117f8,K-Means,new_customers,0.04189476450461436
obs_9affe7fb434117f8,K-Means,total_sales_rolling_MAD,0.03852254642793284
obs_ba8370d76ad0e8fa,K-Means,total_sales_lag_6,0.07537211966054624
obs_ba8370d76ad0e8fa,K-Means,product_breadth_change,0.05884771978417433
obs_ba8370d76ad0e8fa,K-Means,customer_growth,0.054547741796023425
obs_6fbbb68b8333a761,K-Means,simulated_actual_payout_acceleration,0.04809709463340944
obs_6fbbb68b8333a761,K-Means,total_sales_acceleration,0.047488897378905
obs_6fbbb68b8333a761,K-Means,total_quantity_acceleration,0.04208649471380478
obs_a4fa64c11bca5df4,K-Means,distinct_customers_trend,0.1584842304436055
obs_a4fa64c11bca5df4,K-Means,total_sales_trend,0.09152826311596973
obs_a4fa64c11bca5df4,K-Means,total_quantity_trend,0.07908019391105012
obs_0f0a972fdd81380f,K-Means,distinct_customers_rolling_MAD,0.0413073380614065
obs_0f0a972fdd81380f,K-Means,total_sales_lag_2,0.03934884270126945
obs_0f0a972fdd81380f,K-Means,simulated_target_attainment_pct,0.03567040886386065
obs_95b0b02329fbc254,K-Means,total_sales_lag_6,0.051200286189351615
obs_95b0b02329fbc254,K-Means,total_sales_lag_3,0.049817846695999944
obs_95b0b02329fbc254,K-Means,total_quantity_lag_1,0.04867987707896717
obs_3f54eb758387db85,K-Means,distinct_customers_lag_6,0.12782057183652007
obs_3f54eb758387db85,K-Means,total_quantity_lag_6,0.1081987201681439
obs_3f54eb758387db85,K-Means,total_sales_lag_6,0.10486330447076578
obs_5b3678539e95b0b2,K-Means,total_sales_lag_6,0.06351272475247148
obs_5b3678539e95b0b2,K-Means,channel_mix,0.05233185208492233
obs_5b3678539e95b0b2,K-Means,total_quantity_lag_3,0.05062395336224849
obs_1121c787d49a3276,K-Means,distinct_customers_lag_6,0.16949491712064907
obs_1121c787d49a3276,K-Means,total_sales_lag_6,0.11094056960381624
obs_1121c787d49a3276,K-Means,total_quantity_lag_6,0.06164965147409112
obs_988c4ec12efd2894,K-Means,distinct_customers_lag_6,0.1147476172540373
obs_988c4ec12efd2894,K-Means,total_quantity_lag_1,0.08685408259650804
obs_988c4ec12efd2894,K-Means,total_sales_lag_1,0.08101389629731294
obs_e16591dea25fd1a6,K-Means,total_quantity_lag_6,0.09340820208474121
obs_e16591dea25fd1a6,K-Means,total_quantity_lag_2,0.08885689063362075
obs_e16591dea25fd1a6,K-Means,total_sales_lag_2,0.08092191094961808
obs_3c86f628b67cc3f8,K-Means,channel_mix,0.0914269211496403
obs_3c86f628b67cc3f8,K-Means,total_quantity_lag_3,0.07085004129718911
obs_3c86f628b67cc3f8,K-Means,distinct_customers_lag_6,0.06868024956431042
obs_6d502ebf7664cbcb,K-Means,distinct_customers_lag_6,0.07474021747911778
obs_6d502ebf7664cbcb,K-Means,total_quantity_trend,0.05830210419300703
obs_6d502ebf7664cbcb,K-Means,simulated_actual_payout_trend,0.05283080249685309
obs_9381de55942bf2ca,K-Means,distinct_customers_peer_country_product_class_relative,0.23593221624491678
obs_9381de55942bf2ca,K-Means,distinct_customers_product_class_relative,0.2336187672454054
obs_9381de55942bf2ca,K-Means,distinct_customers_team_relative,0.06009955279368413
obs_96ba25e4460616e5,K-Means,total_sales_lag_6,0.10684202008386404
obs_96ba25e4460616e5,K-Means,total_quantity_lag_6,0.09586086799774222
obs_96ba25e4460616e5,K-Means,new_customers,0.06255885238134944
obs_927653606ac82639,K-Means,new_customers,0.06993747454350253
obs_927653606ac82639,K-Means,distinct_customers_lag_2,0.05806540297537694
obs_927653606ac82639,K-Means,subchannel_mix,0.04200805011070321
obs_fc0e2698434adc3b,K-Means,new_customers,0.07762177053207643
obs_fc0e2698434adc3b,K-Means,distinct_customers_lag_6,0.057771954885275784
obs_fc0e2698434adc3b,K-Means,customer_concentration,0.0542313319372042
obs_f94d749361ef2cd1,K-Means,simulated_payout_to_sales_ratio,0.1487727167278939
obs_f94d749361ef2cd1,K-Means,total_sales_team_relative,0.08429531227795561
obs_f94d749361ef2cd1,K-Means,simulated_actual_payout_team_relative,0.06120530636376022
obs_2ee6132f55e95c0b,K-Means,simulated_actual_payout_rolling_mean_3,0.21268138371753567
obs_2ee6132f55e95c0b,K-Means,simulated_actual_payout_lag_1,0.13607723679171305
obs_2ee6132f55e95c0b,K-Means,simulated_actual_payout_rolling_mean_6,0.07953562683558012
obs_cb5adde5518e5a4b,K-Means,simulated_actual_payout_rolling_median,0.25462988559799105
obs_cb5adde5518e5a4b,K-Means,simulated_actual_payout_lag_2,0.13238822157834118
obs_cb5adde5518e5a4b,K-Means,simulated_actual_payout_rolling_mean_3,0.08980735255996758
obs_1a97daaff441e048,K-Means,simulated_actual_payout_lag_3,0.16537141075263967
obs_1a97daaff441e048,K-Means,total_quantity_rolling_MAD,0.0645107494405221
obs_1a97daaff441e048,K-Means,simulated_actual_payout_rolling_mean_3,0.05615529432351703
obs_5a31ed1945c06339,K-Means,total_sales_rolling_MAD,0.10703701014769477
obs_5a31ed1945c06339,K-Means,distributor_concentration,0.08836952644163669
obs_5a31ed1945c06339,K-Means,simulated_actual_payout_rolling_MAD,0.07926964511438718
obs_9468090f2a09b525,K-Means,simulated_actual_payout_rolling_std,0.08401779882354905
